gene_name	strand	chrom	start	end
FAF1	-	chr1	50902700	51425939
CDKN2C	+	chr1	51426417	51440306
C1orf185	+	chr1	51567893	51613758
RNF11	+	chr1	51701945	51739119
TTC39A	-	chr1	51752930	51810788
EPS15	-	chr1	51819935	51985000
OSBPL9	+	chr1	52042851	52264099
NRDC	-	chr1	52254863	52344477
RAB3B	-	chr1	52373628	52456372
TXNDC12	-	chr1	52485803	52520863
ENSG00000285839	-	chr1	52485825	52499022
KTI12	-	chr1	52497775	52499482
BTF3L4	+	chr1	52521871	52556388
ZFYVE9	+	chr1	52607761	52814343
CC2D1B	-	chr1	52811395	52831877
ORC1	-	chr1	52838501	52870095
PRPF38A	+	chr1	52870274	52886508
TUT4	-	chr1	52873954	53019159
GPX7	+	chr1	53068043	53074723
SHISAL2A	+	chr1	53098840	53135355
COA7	-	chr1	53150121	53164019
ZYG11B	+	chr1	53192125	53293008
ZYG11A	+	chr1	53308183	53360670
ECHDC2	-	chr1	53361582	53392884
SCP2	+	chr1	53392948	53517370
PODN	+	chr1	53527724	53551173
SLC1A7	-	chr1	53552851	53608310
CPT2	+	chr1	53662464	53679869
CZIB	-	chr1	53679771	53686306
MAGOH	-	chr1	53692572	53704190
LRP8	-	chr1	53708036	53794141
DMRTB1	+	chr1	53925072	53933161
GLIS1	-	chr1	53971910	54204837
NDC1	-	chr1	54231151	54304136
YIPF1	-	chr1	54317392	54355471
DIO1	+	chr1	54356912	54376759
HSPB11	-	chr1	54382247	54411372
LRRC42	+	chr1	54411758	54433841
LDLRAD1	-	chr1	54472971	54483859
TMEM59	-	chr1	54492354	54519177
TCEANC2	+	chr1	54519257	54578192
ENSG00000256407	-	chr1	54598359	54665746
CDCP2	-	chr1	54598360	54619443
CYB5RL	-	chr1	54635324	54665709
AL357673.1	-	chr1	54635333	54637997
MRPL37	+	chr1	54649714	54691137
SSBP3	-	chr1	54691105	54879152
ACOT11	+	chr1	55007930	55104865
FAM151A	-	chr1	55074854	55089229
MROH7	+	chr1	55107427	55175939
MROH7-TTC4	+	chr1	55107459	55207981
TTC4	+	chr1	55181534	55208330
PARS2	-	chr1	55222571	55230196
TTC22	-	chr1	55245385	55266996
LEXM	+	chr1	55271736	55307925
DHCR24	-	chr1	55315300	55352868
TMEM61	+	chr1	55446301	55457961
BSND	+	chr1	55464606	55482845
PCSK9	+	chr1	55505120	55530525
USP24	-	chr1	55532032	55681051
ENSG00000284686	-	chr1	56639105	56990167
PLPP3	-	chr1	56960433	57110974
PRKAA2	+	chr1	57110987	57181008
FYB2	-	chr1	57184462	57285369
C8A	+	chr1	57320441	57383896
C8B	-	chr1	57394880	57440056
DAB1	-	chr1	57460451	59012406
OMA1	-	chr1	58881056	59012474
TACSTD2	-	chr1	59041105	59042924
MYSM1	-	chr1	59109112	59165762
JUN	-	chr1	59242517	59249720
FGGY	+	chr1	59762310	60276319
HOOK1	+	chr1	60280458	60341994
CYP2J2	-	chr1	60358980	60392445
C1orf87	-	chr1	60452941	60539442
NFIA	+	chr1	61330931	61928460
TM2D1	-	chr1	62146718	62191095
PATJ	+	chr1	62208149	62644347
L1TD1	+	chr1	62660521	62678000
KANK4	-	chr1	62701837	62785105
USP1	+	chr1	62901968	62917475
DOCK7	-	chr1	62919969	63154057
ANGPTL3	+	chr1	63063191	63071984
AL138847.1	+	chr1	63073437	63075249
ATG4C	+	chr1	63249803	63331187
FOXD3	+	chr1	63788238	63790799
ALG6	+	chr1	63833246	63904224
ITGB3BP	-	chr1	63906441	64059392
EFCAB7	+	chr1	63989043	64038364
PGM1	+	chr1	64059082	64125916
ROR1	+	chr1	64239688	64647181
UBE2U	+	chr1	64669306	64733051
CACHD1	+	chr1	64935812	65158741
RAVER2	+	chr1	65210758	65298915
JAK1	-	chr1	65298906	65533437
AK4	+	chr1	65613232	65697828
DNAJC6	+	chr1	65713902	65881554
LEPROT	+	chr1	65886270	65901690
LEPR	+	chr1	65886335	66107242
PDE4B	+	chr1	66258197	66840262
SGIP1	+	chr1	66998950	67216822
DYNLT5	+	chr1	67218142	67244730
INSL5	-	chr1	67263423	67266959
DNAI4	-	chr1	67278568	67390539
MIER1	+	chr1	67390578	67454302
SLC35D1	-	chr1	67465033	67519831
C1orf141	-	chr1	67557848	67697536
IL23R	+	chr1	67604590	67725662
IL12RB2	+	chr1	67773047	67864407
SERBP1	-	chr1	67873493	67896098
GADD45A	+	chr1	68150884	68154017
GNG12	-	chr1	68167158	68299150
DIRAS3	-	chr1	68511569	68517400
WLS	-	chr1	68564156	68698803
RPE65	-	chr1	68894505	68915637
DEPDC1	-	chr1	68939835	68962904
LRRC7	+	chr1	70033605	70617628
LRRC40	-	chr1	70610488	70671262
SRSF11	+	chr1	70671365	70718735
ANKRD13C	-	chr1	70724682	70820417
CTH	+	chr1	70876901	70905534
PTGER3	-	chr1	71318036	71513499
ZRANB2	-	chr1	71528974	71546972
NEGR1	-	chr1	71861626	72748222
LRRIQ3	-	chr1	74491699	74663871
FPGT-TNNI3K	+	chr1	74663919	75010077
FPGT	+	chr1	74663922	74699770
TNNI3K	+	chr1	74701071	75010112
LRRC53	-	chr1	74935060	74978295
ERICH3	-	chr1	75033801	75139476
CRYZ	-	chr1	75171166	75199092
TYW3	+	chr1	75198836	75232362
LHX8	+	chr1	75594119	75627218
SLC44A5	-	chr1	75667814	76076799
ACADM	+	chr1	76190116	76253260
RABGGTB	+	chr1	76251882	76260771
MSH4	+	chr1	76262567	76378927
ASB17	-	chr1	76384558	76398089
ST6GALNAC3	+	chr1	76540431	77100288
ST6GALNAC5	+	chr1	77333165	77533231
PIGK	-	chr1	77554674	77685115
AK5	+	chr1	77747704	78025651
ZZZ3	-	chr1	78028101	78149104
USP33	-	chr1	78161672	78225537
MIGA1	+	chr1	78245309	78345225
NEXN	+	chr1	78354198	78409580
FUBP1	-	chr1	78409740	78444794
DNAJB4	+	chr1	78444859	78483648
GIPC2	+	chr1	78445226	78604128
PTGFR	+	chr1	78769568	79006386
IFI44L	+	chr1	79085587	79111830
IFI44	+	chr1	79115481	79129763
ADGRL4	-	chr1	79355449	79747809
ADGRL2	+	chr1	81771832	82459616
TTLL7	-	chr1	84330707	84464833
PRKACB	+	chr1	84543745	84704181
SAMD13	+	chr1	84764049	84855640
DNASE2B	+	chr1	84864167	84880701
RPF1	+	chr1	84944942	84964035
GNG5	-	chr1	84964006	84972264
SPATA1	+	chr1	84971983	85033062
CTBS	-	chr1	85015294	85040163
SSX2IP	-	chr1	85109389	85156486
LPAR3	-	chr1	85277285	85358889
MCOLN2	-	chr1	85391266	85462796
DNAI3	+	chr1	85464830	85598821
MCOLN3	-	chr1	85483765	85514183
SYDE2	-	chr1	85622572	85667407
C1orf52	-	chr1	85715636	85725355
BCL10	-	chr1	85731459	85742315
DDAH1	-	chr1	85784164	86044046
CCN1	+	chr1	86046444	86050272
ZNHIT6	-	chr1	86115100	86174116
COL24A1	-	chr1	86194916	86622626
ODF2L	-	chr1	86812507	86862025
CLCA2	+	chr1	86889854	86922236
CLCA1	+	chr1	86934051	86965942
CLCA4	+	chr1	87012761	87046437
SH3GLB1	+	chr1	87170253	87213867
SELENOF	-	chr1	87328128	87380107
HS2ST1	+	chr1	87380318	87575665
ENSG00000267561	+	chr1	87458692	87634887
LMO4	+	chr1	87794563	87814606
PKN2	+	chr1	89149905	89301938
GTF2B	-	chr1	89318316	89357627
KYAT3	-	chr1	89401456	89458636
RBMXL1	-	chr1	89445139	89458643
GBP3	-	chr1	89472362	89488577
GBP1	-	chr1	89517565	89531043
GBP2	-	chr1	89571815	89616139
GBP7	-	chr1	89597425	89641692
GBP4	-	chr1	89646827	89664625
GBP5	-	chr1	89721872	89738543
GBP6	+	chr1	89829618	89853719
LRRC8B	+	chr1	89990388	90063420
ENSG00000288629	+	chr1	90045151	90045213
LRRC8C	+	chr1	90098631	90235462
ENSG00000271949	+	chr1	90098699	90398809
LRRC8D	+	chr1	90286573	90402170
ZNF326	+	chr1	90460669	90501092
BARHL2	-	chr1	91177096	91182859
ZNF644	-	chr1	91380855	91487829
HFM1	-	chr1	91726323	91870413
CDC7	+	chr1	91966408	91991321
TGFBR3	-	chr1	92145900	92371892
BRDT	+	chr1	92414900	92479983
EPHX4	+	chr1	92495542	92529095
SETSIP	-	chr1	92540090	92540968
BTBD8	+	chr1	92545862	92650282
C1orf146	+	chr1	92683472	92711370
GLMN	-	chr1	92711959	92764544
RPAP2	+	chr1	92764616	92867613
GFI1	-	chr1	92938600	92952482
EVI5	-	chr1	92974253	93257961
RPL5	+	chr1	93297570	93307481
DIPK1A	-	chr1	93298294	93427079
MTF2	+	chr1	93544792	93604636
TMED5	-	chr1	93615299	93646073
CCDC18	+	chr1	93645476	93744287
DR1	+	chr1	93811464	93835050
FNBP1L	+	chr1	93913675	94020218
BCAR3	-	chr1	94027298	94312706
DNTTIP2	-	chr1	94331840	94345474
GCLM	-	chr1	94350755	94375012
ABCA4	-	chr1	94458390	94586704
ARHGAP29	-	chr1	94614544	94740624
ABCD3	+	chr1	94883945	94984222
F3	-	chr1	94994729	95007315
SLC44A3	+	chr1	95285898	95360802
CNN3	-	chr1	95362505	95392779
ALG14	-	chr1	95439961	95538507
TLCD4	+	chr1	95582911	95663163
TLCD4-RWDD3	+	chr1	95583479	95712781
RWDD3	+	chr1	95699766	95712781
PTBP2	+	chr1	97187221	97289294
DPYD	-	chr1	97543299	98460556
SNX7	+	chr1	99127257	99226056
PLPPR5	-	chr1	99355801	99693485
PLPPR4	+	chr1	99729848	99775146
PALMD	+	chr1	100111669	100160097
FRRS1	-	chr1	100169526	100232191
AGL	+	chr1	100315917	100389579
SLC35A3	+	chr1	100434907	100501190
ENSG00000283761	+	chr1	100435567	100548877
MFSD14A	+	chr1	100503651	100548933
SASS6	-	chr1	100549119	100598511
TRMT13	+	chr1	100598706	100616052
LRRC39	-	chr1	100614004	100643829
DBT	-	chr1	100652475	100715390
RTCA	+	chr1	100731772	100758325
CDC14A	+	chr1	100810557	100985833
GPR88	+	chr1	101003695	101007577
VCAM1	+	chr1	101185298	101204601
EXTL2	-	chr1	101337928	101360735
SLC30A7	+	chr1	101361632	101447313
DPH5	-	chr1	101455179	101491644
AC093157.1	+	chr1	101455761	101457653
S1PR1	+	chr1	101702421	101709269
OLFM3	-	chr1	102268116	102462482
COL11A1	-	chr1	103342023	103574428
RNPC3	+	chr1	104068313	104097861
AMY2B	+	chr1	104096437	104122156
AMY2A	+	chr1	104160049	104168402
AMY1A	+	chr1	104198382	104207176
AMY1B	-	chr1	104230037	104239076
AMY1C	+	chr1	104287945	104301348
PRMT6	+	chr1	107599296	107610258
NTNG1	+	chr1	107682629	108027545
VAV3	-	chr1	108113783	108507802
SLC25A24	-	chr1	108676665	108743471
NBPF4	-	chr1	108765086	108786703
NBPF6	+	chr1	108992904	109014542
FAM102B	+	chr1	109102711	109187522
HENMT1	-	chr1	109190912	109204148
PRPF38B	+	chr1	109234932	109245550
FNDC7	+	chr1	109255530	109285371
STXBP3	+	chr1	109289296	109352145
AKNAD1	-	chr1	109358520	109506106
GPSM2	+	chr1	109417972	109477167
CLCC1	-	chr1	109424507	109506149
WDR47	-	chr1	109512836	109584735
TAF13	-	chr1	109605118	109618634
TMEM167B	+	chr1	109633386	109639556
CFAP276	-	chr1	109648573	109656479
ELAPOR1	+	chr1	109656301	109749403
SARS1	+	chr1	109756540	109780804
CELSR2	+	chr1	109792161	109818373
PSRC1	-	chr1	109822178	109825808
MYBPHL	-	chr1	109834987	109849633
SORT1	-	chr1	109852190	109940540
PSMA5	-	chr1	109941664	109969070
SYPL2	+	chr1	110009168	110024756
ATXN7L2	+	chr1	110026101	110035426
CYB561D1	+	chr1	110036674	110045554
AMIGO1	-	chr1	110046800	110052360
GPR61	+	chr1	110082494	110091028
GNAI3	+	chr1	110091237	110142817
GNAT2	-	chr1	110145713	110162551
AMPD2	+	chr1	110158726	110174673
GSTM4	+	chr1	110198721	110208118
GSTM2	+	chr1	110210644	110252173
GSTM1	+	chr1	110230436	110251661
GSTM5	+	chr1	110254402	110318050
GSTM3	-	chr1	110276554	110283660
EPS8L3	-	chr1	110292702	110306649
CSF1	+	chr1	110452864	110473614
AHCYL1	+	chr1	110527387	110566364
STRIP1	+	chr1	110574199	110617263
ALX3	-	chr1	110602492	110613294
UBL4B	+	chr1	110655065	110656569
SLC6A17	+	chr1	110693116	110744824
KCNC4	+	chr1	110752936	110825722
RBM15	+	chr1	110881128	110889303
SLC16A4	-	chr1	110905473	110933704
LAMTOR5	-	chr1	110943871	110950564
PROK1	+	chr1	110993771	110999980
KCNA10	-	chr1	111059839	111061797
KCNA2	-	chr1	111062459	111174096
KCNA3	-	chr1	111196182	111217562
CD53	+	chr1	111413810	111442544
LRIF1	-	chr1	111489812	111506587
DRAM2	-	chr1	111659785	111682825
CEPT1	+	chr1	111682101	111727726
DENND2D	-	chr1	111728591	111747157
CHI3L2	+	chr1	111743393	111786062
CHIA	+	chr1	111833473	111863188
PIFO	+	chr1	111889222	111895635
OVGP1	-	chr1	111956941	111970357
WDR77	-	chr1	111982512	111991878
ATP5PB	+	chr1	111991486	112005395
C1orf162	+	chr1	112016414	112021134
TMIGD3	-	chr1	112025970	112106584
ADORA3	-	chr1	112042051	112046255
RAP1A	+	chr1	112084840	112259313
INKA2	-	chr1	112223252	112298446
DDX20	+	chr1	112297454	112318224
KCND3	-	chr1	112313284	112532290
CTTNBP2NL	+	chr1	112938836	113006078
WNT2B	+	chr1	113009163	113072787
ST7L	-	chr1	113066136	113163447
CAPZA1	+	chr1	113162427	113214238
MOV10	+	chr1	113215763	113243378
RHOC	-	chr1	113243749	113250056
ENSG00000271810	-	chr1	113245236	113254055
PPM1J	-	chr1	113252616	113257954
TAFA3	+	chr1	113261527	113269857
SLC16A1	-	chr1	113454469	113500215
LRIG2	+	chr1	113615820	113674882
MAGI3	+	chr1	113933137	114228545
PHTF1	-	chr1	114239453	114302111
RSBN1	-	chr1	114304454	114355098
PTPN22	-	chr1	114356433	114414375
BCL2L15	-	chr1	114419438	114430203
AP4B1	-	chr1	114436816	114447823
DCLRE1B	+	chr1	114447241	114456708
HIPK1	+	chr1	114471946	114520491
OLFML3	+	chr1	114522013	114578194
SYT6	-	chr1	114631913	114696502
TRIM33	-	chr1	114935412	115053824
BCAS2	-	chr1	115110178	115124250
DENND2C	-	chr1	115125469	115213043
AMPD1	-	chr1	115215711	115238239
NRAS	-	chr1	115247090	115259392
CSDE1	-	chr1	115259534	115301297
SIKE1	-	chr1	115312100	115323306
SYCP1	+	chr1	115397484	115537991
TSHB	+	chr1	115572447	115576923
TSPAN2	-	chr1	115590632	115632124
NGF	-	chr1	115828525	115881391
VANGL1	+	chr1	116184591	116240845
CASQ2	-	chr1	116242642	116311335
NHLH2	-	chr1	116378998	116386538
SLC22A15	+	chr1	116519134	116612675
MAB21L3	+	chr1	116654020	116680770
ATP1A1	+	chr1	116915290	116952883
AL136376.1	-	chr1	116915890	116926718
CD58	-	chr1	117057156	117113661
IGSF3	-	chr1	117117021	117210377
CD2	+	chr1	117297052	117311851
PTGFRN	+	chr1	117452538	117532975
CD101	+	chr1	117544372	117579174
TTF2	+	chr1	117602948	117650075
TRIM45	-	chr1	117653682	117665209
VTCN1	-	chr1	117686209	117753582
MAN1A2	+	chr1	117910071	118071494
TENT5C	+	chr1	118148670	118171011
GDAP2	-	chr1	118406107	118472244
WDR3	+	chr1	118472343	118509166
SPAG17	-	chr1	118496213	118727851
TBX15	-	chr1	119425669	119532179
WARS2	-	chr1	119573839	119683277
HAO2	+	chr1	119911402	119936753
HSD3B2	+	chr1	119957554	119965658
HSD3B1	+	chr1	120049821	120057677
ZNF697	-	chr1	120162000	120190889
PHGDH	+	chr1	120191034	120286841
HMGCS2	-	chr1	120290625	120311528
REG4	-	chr1	120336640	120354203
ADAM30	-	chr1	120436156	120439138
NOTCH2	-	chr1	120454176	120643366
FAM72B	+	chr1	120837756	120855681
PPIAL4G	-	chr1	143767144	143767881
FAM72D	-	chr1	143896448	143913169
NBPF8	+	chr1	144146808	144224481
AL592284.1	+	chr1	144339738	144521058
PPIAL4B	-	chr1	144363462	144364246
NBPF9	+	chr1	144811744	144830413
PDE4DIP	-	chr1	144836157	145076227
AL590452.1	+	chr1	144989309	144991365
SEC22B	+	chr1	145096408	145118353
NUDT4B	-	chr1	145136108	145139728
NOTCH2NLA	+	chr1	145209104	145291972
NOTCH2NLR	+	chr1	145209108	145283055
NOTCH2NLB	+	chr1	145209141	145288834
NOTCH2NLC	+	chr1	145209143	145289312
NBPF10	+	chr1	145209145	145358886
ENSG00000286185	+	chr1	145209145	145365380
HJV	+	chr1	145398250	145417545
TXNIP	+	chr1	145438490	145442635
POLR3GL	-	chr1	145456236	145470400
ENSG00000280778	-	chr1	145457276	145507835
ANKRD34A	+	chr1	145470515	145475647
LIX1L	+	chr1	145477069	145501670
RBM8A	+	chr1	145507415	145513536
ENSG00000289565	+	chr1	145508352	145517375
PEX11B	+	chr1	145516372	145523730
ITGA10	+	chr1	145524969	145543868
ANKRD35	+	chr1	145549209	145568526
PIAS3	+	chr1	145575233	145586546
NUDT17	-	chr1	145586114	145589438
POLR3C	-	chr1	145590666	145611060
RNF115	+	chr1	145611018	145696218
CD160	-	chr1	145695798	145715614
PDZK1	+	chr1	145726918	145764207
GPR89A	-	chr1	145764409	145827075
GPR89C	+	chr1	145883868	145924373
NBPF11	-	chr1	146032647	146082765
NBPF12	+	chr1	146373546	146467744
PRKAB2	-	chr1	146626685	146644129
FMO5	-	chr1	146646930	146714700
CHD1L	+	chr1	146714304	146767446
BCL9	+	chr1	147013271	147098017
ENSG00000288626	+	chr1	147083389	147083595
ACP6	-	chr1	147101453	147142646
GJA5	-	chr1	147228332	147245466
GJA8	+	chr1	147374921	147381396
GPR89B	+	chr1	147400506	147465824
NBPF24	-	chr1	147574428	147634886
BX842679.1	-	chr1	147631967	147632428
PPIAL4A	-	chr1	147954635	147955419
NBPF14	-	chr1	148003642	148025863
PPIAL4H	-	chr1	148201752	148202511
PPIAL4D	-	chr1	148201752	148202536
NBPF20	-	chr1	148250249	148347506
NBPF15	+	chr1	148555977	148596263
PPIAL4E	+	chr1	148644036	148644795
NBPF16	+	chr1	148739443	148758311
H3-7	-	chr1	149389123	149400553
FAM72C	-	chr1	149438750	149459549
PPIAL4C	+	chr1	149553003	149553787
AL358813.2	+	chr1	149675978	149676609
FCGR1A	+	chr1	149754227	149763231
H2BC18	-	chr1	149754245	149783928
H3C13	-	chr1	149784780	149785248
H4C14	+	chr1	149804221	149811339
H3C14	-	chr1	149812259	149812780
HIST2H2AA3	-	chr1	149813505	149814478
H2AC19	+	chr1	149822628	149823161
H3C15	+	chr1	149824170	149824687
H4C15	-	chr1	149825607	149832725
H2BC21	-	chr1	149856009	149858232
H2AC20	+	chr1	149858468	149858961
H2AC21	-	chr1	149859019	149859515
BOLA1	+	chr1	149859440	149872351
SV2A	-	chr1	149874870	149889396
SF3B4	-	chr1	149895209	149899695
MTMR11	-	chr1	149900543	149908772
OTUD7B	-	chr1	149909705	149982675
VPS45	+	chr1	150039336	150117507
PLEKHO1	+	chr1	150121373	150136916
ANP32E	-	chr1	150190717	150208504
CA14	+	chr1	150229646	150237478
APH1A	-	chr1	150237799	150241980
C1orf54	+	chr1	150240600	150253327
CIART	+	chr1	150254953	150259505
MRPS21	+	chr1	150266281	150281414
PRPF3	+	chr1	150293928	150325709
RPRD2	+	chr1	150335567	150449042
TARS2	+	chr1	150459890	150480078
ECM1	+	chr1	150480538	150486265
ADAMTSL4	+	chr1	150521845	150533413
AL356356.1	+	chr1	150521897	150524367
MCL1	-	chr1	150533371	150552214
ENSA	-	chr1	150573327	150602088
GOLPH3L	-	chr1	150618706	150669630
HORMAD1	-	chr1	150670536	150693371
CTSS	-	chr1	150702555	150738433
CTSK	-	chr1	150767356	150782053
ARNT	-	chr1	150782189	150849184
CTXND2	+	chr1	150859612	150885768
SETDB1	+	chr1	150898739	150937220
CERS2	-	chr1	150933059	150947479
ANXA9	+	chr1	150954725	150968110
MINDY1	-	chr1	150969025	150980852
PRUNE1	+	chr1	150980896	151008189
BNIPL	+	chr1	151008797	151020196
C1orf56	+	chr1	151020227	151024462
CDC42SE1	-	chr1	151023447	151042801
MLLT11	+	chr1	151032873	151042020
GABPB2	+	chr1	151043054	151098018
SEMA6C	-	chr1	151104161	151119107
TNFAIP8L2	+	chr1	151129125	151132225
SCNM1	+	chr1	151129140	151142772
LYSMD1	-	chr1	151132224	151138424
TMOD4	-	chr1	151142462	151148760
VPS72	-	chr1	151148780	151167797
PIP5K1A	+	chr1	151170425	151222012
PSMD4	+	chr1	151227185	151239955
ZNF687	+	chr1	151254094	151264652
PI4KB	-	chr1	151264273	151300191
RFX5	-	chr1	151313116	151319802
SELENBP1	-	chr1	151336780	151345183
PSMB4	+	chr1	151372036	151374413
POGZ	-	chr1	151375200	151431970
CGN	+	chr1	151482986	151511168
TUFT1	+	chr1	151512781	151556059
SNX27	+	chr1	151584482	151671567
CELF3	-	chr1	151672534	151689279
AL589765.1	+	chr1	151682909	151702070
RIIAD1	+	chr1	151682909	151702281
MRPL9	-	chr1	151732123	151735972
OAZ3	+	chr1	151735375	151743810
TDRKH	-	chr1	151742583	151763892
LINGO4	-	chr1	151772740	151777895
RORC	-	chr1	151778547	151804321
C2CD4D	-	chr1	151810294	151813033
THEM5	-	chr1	151819577	151826188
THEM4	-	chr1	151843342	151882113
S100A10	-	chr1	151955391	151966335
S100A11	-	chr1	152004982	152020383
TCHHL1	-	chr1	152056617	152061540
TCHH	-	chr1	152078793	152087920
RPTN	-	chr1	152126071	152131704
HRNR	-	chr1	152184552	152196669
FLG	-	chr1	152274641	152297715
FLG2	-	chr1	152321211	152332482
CRNN	-	chr1	152381719	152386739
LCE5A	+	chr1	152483279	152484653
CRCT1	+	chr1	152486958	152488484
LCE3E	-	chr1	152538130	152539256
LCE3D	-	chr1	152551857	152552992
LCE3C	+	chr1	152572710	152573562
LCE3B	+	chr1	152586287	152586574
LCE3A	-	chr1	152595310	152595579
LCE2D	+	chr1	152635856	152637135
LCE2C	+	chr1	152647755	152649045
LCE2B	+	chr1	152658599	152659873
LCE2A	+	chr1	152670821	152671918
LCE4A	+	chr1	152680636	152681910
C1orf68	+	chr1	152691998	152692946
KPRP	+	chr1	152730501	152734532
LCE1F	+	chr1	152747616	152749500
LCE1E	+	chr1	152758690	152760902
LCE1D	+	chr1	152769197	152770657
LCE1C	-	chr1	152777308	152779127
LCE1B	+	chr1	152784447	152785584
LCE1A	+	chr1	152799949	152800573
LCE6A	+	chr1	152815332	152816459
LCE7A	+	chr1	152832472	152833728
SMCP	+	chr1	152850798	152857523
IVL	+	chr1	152881022	152884362
SPRR5	+	chr1	152919682	152921731
SPRR4	+	chr1	152943124	152945050
SPRR1A	+	chr1	152956557	152958290
SPRR3	+	chr1	152974223	152976332
SPRR1B	+	chr1	153003679	153005376
SPRR2D	-	chr1	153012208	153014407
SPRR2A	-	chr1	153028596	153029988
SPRR2B	-	chr1	153042702	153044087
SPRR2E	-	chr1	153065611	153078660
SPRR2F	-	chr1	153084597	153085992
SPRR2G	-	chr1	153122058	153123366
LELP1	+	chr1	153175906	153177596
PRR9	+	chr1	153190060	153191786
LORICRIN	+	chr1	153232163	153234600
PGLYRP3	-	chr1	153269592	153285428
PGLYRP4	-	chr1	153302596	153321317
S100A9	+	chr1	153330330	153333499
S100A12	-	chr1	153346187	153348097
S100A8	-	chr1	153362508	153363549
S100A7A	+	chr1	153388996	153395698
S100A7	-	chr1	153430220	153433127
S100A6	-	chr1	153507075	153508720
S100A5	-	chr1	153509623	153514241
S100A4	-	chr1	153516089	153522612
S100A3	-	chr1	153519805	153521734
S100A2	-	chr1	153533584	153540366
S100A16	-	chr1	153579362	153585621
S100A14	-	chr1	153586731	153589462
S100A13	-	chr1	153591263	153603836
S100A1	+	chr1	153600402	153604515
CHTOP	+	chr1	153606458	153618782
SNAPIN	+	chr1	153631179	153634328
ILF2	-	chr1	153634264	153643504
NPR1	+	chr1	153651164	153666468
INTS3	+	chr1	153700526	153747284
SLC27A3	+	chr1	153746830	153752633
GATAD2B	-	chr1	153761506	153895836
DENND4B	-	chr1	153901977	153919194
CRTC2	-	chr1	153920145	153931091
SLC39A1	-	chr1	153931575	153940660
ENSG00000285779	-	chr1	153931627	153948363
CREB3L4	+	chr1	153940010	153946837
JTB	-	chr1	153946745	153950150
ENSG00000285641	-	chr1	153948326	153958722
RAB13	-	chr1	153954093	153958834
RPS27	+	chr1	153963238	153964631
NUP210L	-	chr1	153965166	154127592
TPM3	-	chr1	154127784	154167124
CFAP141	-	chr1	154171561	154178809
C1orf43	-	chr1	154179172	154193113
UBAP2L	+	chr1	154192655	154243986
HAX1	+	chr1	154244831	154248351
AQP10	+	chr1	154293566	154297801
ATP8B2	+	chr1	154298001	154323780
IL6R	+	chr1	154377669	154441926
SHE	-	chr1	154442248	154474888
TDRD10	+	chr1	154474695	154520623
UBE2Q1	-	chr1	154521053	154531504
CHRNB2	+	chr1	154540254	154552489
ADAR	-	chr1	154554171	154600489
AL606500.1	+	chr1	154585067	154585190
KCNN3	-	chr1	154669931	154842757
PMVK	-	chr1	154897216	154909195
PBXIP1	-	chr1	154916552	154928599
PYGO2	-	chr1	154929502	154936329
SHC1	-	chr1	154934774	154946871
CKS1B	+	chr1	154947129	154951727
FLAD1	+	chr1	154955814	154965587
LENEP	+	chr1	154966062	154966791
ZBTB7B	+	chr1	154975106	154990999
DCST2	-	chr1	154990996	155006257
DCST1	+	chr1	155006300	155023406
ADAM15	+	chr1	155023042	155035251
EFNA4	+	chr1	155036213	155042029
EFNA4-EFNA3	+	chr1	155036224	155059283
EFNA3	+	chr1	155051313	155060014
EFNA1	+	chr1	155100352	155107375
SLC50A1	+	chr1	155107820	155111333
DPM3	-	chr1	155112367	155113071
KRTCAP2	-	chr1	155141884	155145951
ENSG00000273088	-	chr1	155141885	155159748
TRIM46	+	chr1	155146263	155157447
MUC1	-	chr1	155158300	155162707
THBS3	-	chr1	155165379	155178842
MTX1	+	chr1	155178486	155183615
GBA1	-	chr1	155204243	155214490
ENTREP3	-	chr1	155216996	155225274
SCAMP3	-	chr1	155225770	155232221
CLK2	-	chr1	155232659	155248282
HCN3	+	chr1	155247254	155259639
PKLR	-	chr1	155259084	155271229
FDPS	+	chr1	155278539	155290457
RUSC1	+	chr1	155290685	155300905
ASH1L	-	chr1	155305059	155532953
MSTO1	+	chr1	155533026	155584742
YY1AP1	-	chr1	155629234	155658791
DAP3	+	chr1	155657751	155708801
GON4L	-	chr1	155719450	155829191
SYT11	+	chr1	155829358	155854990
RIT1	-	chr1	155867599	155881195
KHDC4	-	chr1	155882836	155904204
RXFP4	+	chr1	155911429	155912878
ARHGEF2	-	chr1	155916642	155976861
SSR2	-	chr1	155978839	155990742
UBQLN4	-	chr1	156005090	156023589
LAMTOR2	+	chr1	156024573	156028297
RAB25	+	chr1	156030951	156040295
MEX3A	-	chr1	156041804	156052256
LMNA	+	chr1	156052364	156109872
SEMA4A	+	chr1	156117157	156147543
SLC25A44	+	chr1	156163723	156182587
PMF1-BGLAP	+	chr1	156182773	156213123
PMF1	+	chr1	156182784	156209833
BGLAP	+	chr1	156211975	156213108
PAQR6	-	chr1	156213111	156217908
SMG5	-	chr1	156219015	156252616
TMEM79	+	chr1	156252726	156262976
GLMP	-	chr1	156259880	156265480
VHLL	-	chr1	156268415	156269098
CCT3	-	chr1	156278759	156337664
TSACC	+	chr1	156307105	156316786
RHBG	+	chr1	156339002	156355011
MEF2D	-	chr1	156433519	156470571
IQGAP3	-	chr1	156495197	156542396
TTC24	+	chr1	156549515	156557511
NAXE	+	chr1	156561548	156579299
