chrom	start	end	strand	gene
chr1	52842884	52892954	+	ZYG11A
chr1	52896523	52921673	-	ECHDC2
chr1	52927397	53050701	+	SCP2
chr1	53062220	53082158	+	PODN
chr1	53088012	53142449	-	SLC1A7
chr1	53196944	53213592	+	CPT2
chr1	53214662	53220575	-	CZIB
chr1	53227048	53238448	-	MAGOH
chr1	53245880	53327912	-	LRP8
chr1	53459454	53466659	+	DMRTB1
chr1	53506622	53738064	-	GLIS1
chr1	53767973	53838261	-	NDC1
chr1	53860067	53888937	-	YIPF1
chr1	53894211	53909996	+	DIO1
chr1	53916793	53940082	-	HSPB11
chr1	53952000	53967936	+	LRRC42
chr1	54008985	54018176	-	LDLRAD1
chr1	54032153	54053188	-	TMEM59
chr1	54054333	54104857	+	TCEANC2
chr1	54132971	54152922	-	CDCP2
chr1	54153179	54195616	-	RP11-446E24.4
chr1	54174622	54195616	-	CYB5RL
chr1	54200244	54225379	+	MRPL37
chr1	54227134	54406008	-	SSBP3
chr1	54548310	54634726	+	ACOT11
chr1	54609271	54623395	-	FAM151A
chr1	54652927	54710184	+	MROH7
chr1	54652927	54717557	+	MROH7-TTC4
chr1	54715909	54741510	+	TTC4
chr1	54757737	54759161	-	PARS2
chr1	54781246	54801163	-	TTC22
chr1	54806117	54841870	+	LEXM
chr1	54852236	54887119	-	DHCR24
chr1	54981066	54992100	+	TMEM61
chr1	54999187	55008625	+	BSND
chr1	55039838	55063581	+	PCSK9
chr1	55069048	55215113	-	USP24
chr1	56483361	56524495	-	RP1-158P9.3
chr1	56496554	56579016	-	PLPP3
chr1	56645388	56707710	+	PRKAA2
chr1	56719674	56819290	-	FYB2
chr1	56854902	56917713	+	C8A
chr1	56929407	56965948	-	C8B
chr1	57010698	57291030	-	DAB1
chr1	58473876	58539294	-	OMA1
chr1	58576188	58577156	-	TACSTD2
chr1	58646480	58700052	-	MYSM1
chr1	58782078	58783070	-	JUN
chr1	59321550	59772797	+	FGGY
chr1	59815118	59872962	+	HOOK1
chr1	59893654	59926746	-	CYP2J2
chr1	59990676	60072643	-	C1orf87
chr1	60865371	61455376	+	NFIA
chr1	61683439	61725306	-	TM2D1
chr1	61762893	62178471	+	PATJ
chr1	62206629	62211369	+	L1TD1
chr1	62238280	62281564	-	KANK4
chr1	62439868	62450978	+	USP1
chr1	62455417	62688264	-	DOCK7
chr1	62597567	62604814	+	ANGPTL3
chr1	62803787	62864156	+	ATG4C
chr1	63323059	63324492	+	FOXD3
chr1	63370978	63437017	+	ALG6
chr1	63446810	63523133	-	ITGB3BP
chr1	63525573	63572513	+	EFCAB7
chr1	63593489	63659672	+	PGM1
chr1	63774418	64178852	+	ROR1
chr1	64204051	64267205	+	UBE2U
chr1	64470745	64691558	+	CACHD1
chr1	64745173	64830982	+	RAVER2
chr1	64834565	64886264	-	JAK1
chr1	65148408	65226174	+	AK4
chr1	65254535	65413022	+	DNAJC6
chr1	65420725	65431929	+	LEPROT
chr1	65565566	65637012	+	LEPR
chr1	65913315	66372675	+	PDE4B
chr1	66534359	66743171	+	SGIP1
chr1	66754659	66777451	+	DYNLT5
chr1	66798016	66801221	-	INSL5
chr1	66814133	66924831	-	DNAI4
chr1	66925029	66986470	+	MIER1
chr1	67004343	67054013	-	SLC35D1
chr1	67093008	67127240	-	C1orf141
chr1	67168121	67259125	+	IL23R
chr1	67320369	67396086	+	IL12RB2
chr1	67413210	67430300	-	SERBP1
chr1	67685495	67687771	+	GADD45A
chr1	67705454	67707686	-	GNG12
chr1	68046611	68047297	-	DIRAS3
chr1	68098635	68232299	-	WLS
chr1	68429779	68449905	-	RPE65
chr1	68476935	68496999	-	DEPDC1
chr1	69568640	70128551	+	LRRC7
chr1	70145803	70205540	-	LRRC40
chr1	70221637	70250802	+	SRSF11
chr1	70262720	70354408	-	ANKRD13C
chr1	70411416	70439124	+	CTH
chr1	70852799	71047577	-	PTGER3
chr1	71065077	71080995	-	ZRANB2
chr1	71407449	72282494	-	NEGR1
chr1	74026816	74183684	-	LRRIQ3
chr1	74198279	74205829	+	FPGT
chr1	74198279	74543979	+	FPGT-TNNI3K
chr1	74235452	74543979	+	TNNI3K
chr1	74469881	74483349	-	LRRC53
chr1	74571120	74673519	-	ERICH3
chr1	74706299	74724821	-	CRYZ
chr1	74733245	74764110	+	TYW3
chr1	75130715	75160892	+	LHX8
chr1	75203730	75541447	-	SLC44A5
chr1	75724788	75769218	+	ACADM
chr1	75786272	75794647	+	RABGGTB
chr1	75796986	75912884	+	MSH4
chr1	75918955	75932291	-	ASB17
chr1	76074867	76628803	+	ST6GALNAC3
chr1	76867676	77063203	+	ST6GALNAC5
chr1	77092377	77219402	-	PIGK
chr1	77282314	77558667	+	AK5
chr1	77565643	77639471	-	ZZZ3
chr1	77697320	77745462	-	USP33
chr1	77779656	77878797	+	MIGA1
chr1	77916107	77942910	+	NEXN
chr1	77947517	77979004	-	FUBP1
chr1	78005111	78016244	+	DNAJB4
chr1	78046095	78135740	+	GIPC2
chr1	78492744	78536684	+	PTGFR
chr1	78627916	78641806	+	IFI44L
chr1	78650196	78663808	+	IFI44
chr1	78889818	79006654	-	ADGRL4
chr1	81836985	81991142	+	ADGRL2
chr1	83869965	83952211	-	TTLL7
chr1	84078326	84235302	+	PRKACB
chr1	84298558	84388360	+	SAMD13
chr1	84398565	84414865	+	DNASE2B
chr1	84479282	84497467	+	RPF1
chr1	84501848	84506091	-	GNG5
chr1	84516360	84553121	+	SPATA1
chr1	84555002	84574415	-	CTBS
chr1	84647436	84671219	-	SSX2IP
chr1	84813849	84866120	-	LPAR3
chr1	84926688	84996872	-	MCOLN2
chr1	85019126	85045360	-	MCOLN3
chr1	85071942	85132995	+	DNAI3
chr1	85158753	85200996	-	SYDE2
chr1	85252632	85259633	-	C1orf52
chr1	85267630	85276352	-	BCL10
chr1	85321455	85465045	-	DDAH1
chr1	85580985	85583039	+	CCN1
chr1	85654061	85708284	-	ZNHIT6
chr1	85730549	86156396	-	COL24A1
chr1	86348753	86387027	-	ODF2L
chr1	86424248	86455524	+	CLCA2
chr1	86468972	86500042	+	CLCA1
chr1	86547120	86580342	+	CLCA4
chr1	86704900	86743232	+	SH3GLB1
chr1	86863477	86914111	-	SELENOF
chr1	86915037	87104693	+	HS2ST1
chr1	86993082	87168173	+	RP5-1052I5.2
chr1	87332016	87344793	+	LMO4
chr1	88684581	88833445	+	PKN2
chr1	88853216	88891499	-	GTF2B
chr1	88936186	88988350	-	KYAT3
chr1	88982657	88983826	-	RBMXL1
chr1	89007727	89020721	-	GBP3
chr1	89053358	89063234	-	GBP1
chr1	89108178	89121966	-	GBP2
chr1	89132152	89171935	-	GBP7
chr1	89185257	89198834	-	GBP4
chr1	89260707	89269555	-	GBP5
chr1	89368552	89385466	+	GBP6
chr1	89579592	89579651	+	RP5-1007M22.3
chr1	89582651	89593040	+	LRRC8B
chr1	89686474	89714979	+	LRRC8C
chr1	89686474	89843655	+	RP11-302M6.4
chr1	89933069	89935642	+	LRRC8D
chr1	89995258	90027698	+	ZNF326
chr1	90712315	90717195	-	BARHL2
chr1	90916801	90982353	-	ZNF644
chr1	91261293	91401082	-	HFM1
chr1	91501717	91524432	+	CDC7
chr1	91683742	91861531	-	TGFBR3
chr1	91952498	92014271	+	BRDT
chr1	92030080	92063283	+	EPHX4
chr1	92074536	92075441	-	SETSIP
chr1	92080572	92184327	+	BTBD8
chr1	92231421	92245671	+	C1orf146
chr1	92246533	92297999	-	GLMN
chr1	92299074	92380871	+	RPAP2
chr1	92476032	92483487	-	GFI1
chr1	92513659	92792394	-	EVI5
chr1	92832115	92841862	+	RPL5
chr1	92833023	92961429	-	DIPK1A
chr1	93079527	93137024	+	MTF2
chr1	93154673	93180242	-	TMED5
chr1	93180716	93278474	+	CCDC18
chr1	93346646	93360636	+	DR1
chr1	93448282	93552413	+	FNBP1L
chr1	93562244	93674930	-	BCAR3
chr1	93869854	93879148	-	DNTTIP2
chr1	93888993	93909163	-	GCLM
chr1	93993240	94121045	-	ABCA4
chr1	94154595	94231611	-	ARHGAP29
chr1	94418479	94517126	+	ABCD3
chr1	94530463	94541636	-	F3
chr1	94820452	94894919	+	SLC44A3
chr1	94897745	94926894	-	CNN3
chr1	94983079	95072898	-	ALG14
chr1	95143902	95191865	+	TLCD4
chr1	95143902	95246867	+	TLCD4-RWDD3
chr1	95234231	95246867	+	RWDD3
chr1	96721865	96813402	+	PTBP2
chr1	97078979	97920922	-	DPYD
chr1	98661732	98760128	+	SNX7
chr1	98893014	99004671	-	PLPPR5
chr1	99264594	99307007	+	PLPPR4
chr1	99646318	99694059	+	PALMD
chr1	99708901	99748768	-	FRRS1
chr1	99851043	99921648	+	AGL
chr1	99970537	100027208	+	SLC35A3
chr1	99993555	100082206	+	RP4-714D9.5
chr1	100038233	100082206	+	MFSD14A
chr1	100085331	100132814	-	SASS6
chr1	100133169	100148817	+	TRMT13
chr1	100149045	100168516	-	LRRC39
chr1	100196258	100249820	-	DBT
chr1	100266376	100291501	+	RTCA
chr1	100351757	100518277	+	CDC14A
chr1	100538967	100540118	+	GPR88
chr1	100719861	100738280	+	VCAM1
chr1	100873945	100888757	-	EXTL2
chr1	100896263	100974854	+	SLC30A7
chr1	100990411	101025443	-	DPH5
chr1	101238985	101240130	+	S1PR1
chr1	101804241	101996816	-	OLFM3
chr1	102878022	103108178	-	COL11A1
chr1	103526071	103551777	+	RNPC3
chr1	103571603	103579497	+	AMY2B
chr1	103617441	103625743	+	AMY2A
chr1	103656331	103664517	+	AMY1A
chr1	103687452	103695639	-	AMY1B
chr1	103750470	103758655	+	AMY1C
chr1	107056716	107057840	+	PRMT6
chr1	107148594	107480837	+	NTNG1
chr1	107573334	107964869	-	VAV3
chr1	108136656	108200138	-	SLC25A24
chr1	108223708	108243761	-	NBPF4
chr1	108450602	108470635	+	NBPF6
chr1	108560429	108644720	+	FAM102B
chr1	108648569	108659884	-	HENMT1
chr1	108692592	108700017	+	PRPF38B
chr1	108712934	108741801	+	FNDC7
chr1	108746738	108808874	+	STXBP3
chr1	108816174	108852664	-	AKNAD1
chr1	108885523	108929937	+	GPSM2
chr1	108931359	108950437	-	CLCC1
chr1	108971433	109023512	-	WDR47
chr1	109064526	109075947	-	TAF13
chr1	109090873	109094576	+	TMEM167B
chr1	109106031	109113677	-	C1orf194
chr1	109114184	109203009	+	ELAPOR1
chr1	109213993	109237885	+	SARS1
chr1	109250080	109274046	+	CELSR2
chr1	109280124	109282698	-	PSRC1
chr1	109294242	109306991	-	MYBPHL
chr1	109314046	109397892	-	SORT1
chr1	109402016	109426330	-	PSMA5
chr1	109466844	109479545	+	SYPL2
chr1	109483954	109492597	+	ATXN7L2
chr1	109494140	109502389	+	CYB561D1
chr1	109507434	109508912	-	AMIGO1
chr1	109543023	109544375	+	GPR61
chr1	109548721	109592230	+	GNAI3
chr1	109603357	109612870	-	GNAT2
chr1	109620269	109631149	+	AMPD2
chr1	109656390	109674833	+	GSTM4
chr1	109668116	109708573	+	GSTM2
chr1	109687874	109693292	+	GSTM1
chr1	109712313	109717423	+	GSTM5
chr1	109737074	109740287	-	GSTM3
chr1	109750394	109761749	-	EPS8L3
chr1	109910368	109925186	+	CSF1
chr1	109985053	110021677	+	AHCYL1
chr1	110034638	110053909	+	STRIP1
chr1	110060736	110070612	-	ALX3
chr1	110112535	110113056	+	UBL4B
chr1	110166930	110198441	+	SLC6A17
chr1	110211500	110232969	+	KCNC4
chr1	110339406	110346351	+	RBM15
chr1	110363769	110389323	-	SLC16A4
chr1	110401526	110407866	-	LAMTOR5
chr1	110451217	110456348	+	PROK1
chr1	110517255	110518787	-	KCNA10
chr1	110593896	110604782	-	KCNA2
chr1	110673085	110674809	-	KCNA3
chr1	110891409	110899192	+	CD53
chr1	110947962	110963688	-	LRIF1
chr1	111118163	111131554	-	DRAM2
chr1	111147715	111184307	+	CEPT1
chr1	111187608	111204353	-	DENND2D
chr1	111227730	111243219	+	CHI3L2
chr1	111290862	111320463	+	CHIA
chr1	111346653	111351324	+	PIFO
chr1	111414467	111427721	-	OVGP1
chr1	111441233	111449169	-	WDR77
chr1	111449542	111460991	+	ATP5PB
chr1	111476029	111478120	+	C1orf162
chr1	111483690	111563952	-	TMIGD3
chr1	111499953	111503354	-	ADORA3
chr1	111691361	111709232	+	RAP1A
chr1	111723105	111739242	-	INKA2
chr1	111755925	111766896	+	DDX20
chr1	111776080	111982726	-	KCND3
chr1	112416166	112457409	+	CTTNBP2NL
chr1	112467538	112520506	+	WNT2B
chr1	112526016	112619113	-	ST7L
chr1	112619845	112670129	+	CAPZA1
chr1	112674913	112700504	+	MOV10
chr1	112701464	112705639	-	RHOC
chr1	112702648	112711355	-	RP11-426L16.10
chr1	112710166	112715301	-	PPM1J
chr1	112722234	112726677	+	TAFA3
chr1	112913894	112929308	-	SLC16A1
chr1	113073407	113124098	+	LRIG2
chr1	113391034	113684011	+	MAGI3
chr1	113697708	113758703	-	PHTF1
chr1	113765983	113812412	-	RSBN1
chr1	113814908	113871623	-	PTPN22
chr1	113881100	113887375	-	BCL2L15
chr1	113895068	113904717	-	AP4B1
chr1	113905587	113912188	+	DCLRE1B
chr1	113940384	113973509	+	HIPK1
chr1	113979517	113981766	+	OLFML3
chr1	114092014	114153772	-	SYT6
chr1	114397651	114511076	-	TRIM33
chr1	114568133	114581591	-	BCAS2
chr1	114585603	114625984	-	DENND2C
chr1	114673117	114695473	-	AMPD1
chr1	114708538	114716160	-	NRAS
chr1	114718172	114741664	-	CSDE1
chr1	114774274	114780607	-	SIKE1
chr1	114855465	114995016	+	SYCP1
chr1	115033363	115034224	+	TSHB
chr1	115050493	115089432	-	TSPAN2
chr1	115286073	115286795	-	NGF
chr1	115651414	115691376	+	VANGL1
chr1	115701244	115768541	-	CASQ2
chr1	115837968	115838372	-	NHLH2
chr1	115976628	116067105	+	SLC22A15
chr1	116112616	116133362	+	MAB21L3
chr1	116373512	116410153	+	ATP1A1
chr1	116514816	116570972	-	CD58
chr1	116577315	116666326	-	IGSF3
chr1	116754493	116768780	+	CD2
chr1	116910204	116986964	+	PTGFRN
chr1	117001818	117034098	+	CD101
chr1	117060347	117101521	+	TTF2
chr1	117112308	117121864	-	TRIM45
chr1	117147661	117210855	-	VTCN1
chr1	117368184	117525156	+	MAN1A2
chr1	117622869	117624041	+	TENT5C
chr1	117870572	117920357	-	GDAP2
chr1	117933320	117959444	+	WDR3
chr1	117963802	118185157	-	SPAG17
chr1	118884735	118987795	-	TBX15
chr1	119032914	119140644	-	WARS2
chr1	119380693	119393837	+	HAO2
chr1	119415420	119422617	+	HSD3B2
chr1	119507477	119514642	+	HSD3B1
chr1	119622708	119626100	-	ZNF697
chr1	119712023	119744037	+	PHGDH
chr1	119750805	119768844	-	HMGCS2
chr1	119794621	119808769	-	REG4
chr1	119893967	119896336	-	ADAM30
chr1	119915309	120069406	-	NOTCH2
chr1	120157041	120176381	-	SEC22B
chr1	120724178	120840590	+	NBPF26
chr1	120724178	120793817	+	NOTCH2NLR
chr1	120889821	120890312	+	PPIAL4A
chr1	121087395	121096149	+	FCGR1B
chr1	121168744	121185469	-	FAM72B
chr1	121187447	121387852	+	SRGAP2C
chr1	143905559	143905966	-	H3-2
chr1	143956390	143971141	-	FAM72C
chr1	144373093	144373584	-	PPIAL4E
chr1	144423016	144440003	-	NBPF15
chr1	144592943	144593434	+	PPIAL4F
chr1	144892163	145092901	-	SRGAP2B
chr1	145096848	145111594	+	FAM72D
chr1	145241633	145242124	-	PPIAL4D
chr1	145291529	145405272	-	NBPF20
chr1	145608134	145670037	+	GPR89A
chr1	145671439	145688021	-	PDZK1
chr1	145728328	145738490	+	CD160
chr1	145746869	145823873	-	RNF115
chr1	145825777	145842417	+	POLR3C
chr1	145845641	145848476	+	NUDT17
chr1	145849449	145858990	-	PIAS3
chr1	145867333	145885758	-	ANKRD35
chr1	145892801	145910014	-	ITGA10
chr1	145912164	145918688	-	PEX11B
chr1	145925885	145927426	-	RBM8A
chr1	145936313	145957927	-	LIX1L
chr1	145960272	145961759	-	ANKRD34A
chr1	145974866	145978444	+	POLR3GL
chr1	145977113	145977811	+	CH17-270A2.2
chr1	145993854	145996266	-	TXNIP
chr1	146018080	146020231	-	HJV
chr1	146066321	146144769	-	NBPF10
chr1	146147692	146189337	-	NOTCH2NLA
chr1	146344224	146344715	-	PPIAL4H
chr1	146960144	146994572	+	NBPF12
chr1	147159568	147172144	-	PRKAB2
chr1	147184495	147225029	-	FMO5
chr1	147242704	147295506	+	CHD1L
chr1	147611590	147611793	+	CH17-206L4.1
chr1	147611837	147624956	+	BCL9
chr1	147631056	147670048	-	ACP6
chr1	147758165	147759238	-	GJA5
chr1	147907956	147909254	+	GJA8
chr1	147928537	147992914	+	GPR89B
chr1	148103899	148127003	-	NBPF11
chr1	148482761	148483252	-	PPIAL4G
chr1	148533008	148595717	-	NBPF14
chr1	148607086	148679464	-	NOTCH2NLB
chr1	148748953	148749495	+	NUDT4B
chr1	148808505	149032086	+	PDE4DIP
chr1	149055659	149082139	-	NBPF9
chr1	149390788	149464150	+	NOTCH2NLC
chr1	149475933	149554735	+	NBPF19
chr1	149475933	149554735	+	CH17-159N18.5
chr1	149583898	149584389	+	PPIAL4C
chr1	149782744	149791514	+	FCGR1A
chr1	149783236	149812323	-	H2BC18
chr1	149813274	149813681	-	H3C13
chr1	149832685	149832993	+	H4C14
chr1	149840750	149841157	-	H3C14
chr1	149842309	149842698	-	H2AC18
chr1	149851114	149851503	+	H2AC19
chr1	149852655	149853062	+	H3C15
chr1	149860823	149861131	-	H4C15
chr1	149886263	149886640	-	H2BC21
chr1	149886975	149887361	+	H2AC20
chr1	149887527	149887916	-	H2AC21
chr1	149900060	149900470	+	BOLA1
chr1	149905017	149913840	-	SV2A
chr1	149923545	149927759	-	SF3B4
chr1	149928870	149936647	-	MTMR11
chr1	149943860	149977510	-	OTUD7B
chr1	150067858	150144918	+	VPS45
chr1	150150258	150159520	+	PLEKHO1
chr1	150220694	150235786	-	ANP32E
chr1	150258129	150264687	+	CA14
chr1	150266133	150268810	-	APH1A
chr1	150272818	150280897	+	C1orf54
chr1	150283268	150286951	+	CIART
chr1	150294367	150308225	+	MRPS21
chr1	150324943	150352976	+	PRPF3
chr1	150364715	150473331	+	RPRD2
chr1	150487451	150507061	+	TARS2
chr1	150508210	150513464	+	ECM1
chr1	150552289	150560193	+	ADAMTSL4
chr1	150577367	150579530	-	MCL1
chr1	150601117	150629470	-	ENSA
chr1	150648324	150694838	-	GOLPH3L
chr1	150698657	150719505	-	HORMAD1
chr1	150733012	150764763	-	CTSS
chr1	150796693	150807424	-	CTSK
chr1	150812024	150876567	-	ARNT
chr1	150912315	150912479	+	CTXND2
chr1	150926778	150964361	+	SETDB1
chr1	150964320	150969090	-	CERS2
chr1	150983106	150995319	+	ANXA9
chr1	150997290	151002617	-	MINDY1
chr1	151008633	151034231	+	PRUNE1
chr1	151036726	151046684	+	BNIPL
chr1	151047848	151050455	+	C1orf56
chr1	151054250	151055730	-	CDC42SE1
chr1	151067225	151067494	+	MLLT11
chr1	151088190	151118253	+	GABPB2
chr1	151132200	151142621	-	SEMA6C
chr1	151158698	151159249	+	TNFAIP8L2
chr1	151160885	151165782	-	LYSMD1
chr1	151166153	151169082	+	SCNM1
chr1	151170059	151174875	-	TMOD4
chr1	151176647	151190121	-	VPS72
chr1	151198018	151246965	+	PIP5K1A
chr1	151254783	151267340	+	PSMD4
chr1	151282070	151291206	+	ZNF687
chr1	151292855	151326179	-	PI4KB
chr1	151342020	151346320	-	RFX5
chr1	151364546	151372641	-	SELENBP1
chr1	151399588	151401826	+	PSMB4
chr1	151404805	151442204	-	POGZ
chr1	151518520	151537343	+	CGN
chr1	151540367	151582110	+	TUFT1
chr1	151612202	151694414	+	SNX27
chr1	151705044	151716798	-	CELF3
chr1	151714509	151728833	+	RIIAD1
chr1	151760053	151763479	-	MRPL9
chr1	151763136	151771216	+	OAZ3
chr1	151771894	151783022	-	TDRKH
chr1	151800926	151802704	-	LINGO4
chr1	151807475	151831764	-	RORC
chr1	151837931	151838989	-	C2CD4D
chr1	151847282	151853565	-	THEM5
chr1	151874891	151909458	-	THEM4
chr1	151983166	151986230	-	S100A10
chr1	152032665	152036915	-	S100A11
chr1	152084970	152088143	-	TCHHL1
chr1	152107388	152114080	-	TCHH
chr1	152154747	152157889	-	RPTN
chr1	152213079	152223253	-	HRNR
chr1	152302703	152315456	-	FLG
chr1	152350613	152358884	-	FLG2
chr1	152409597	152412233	-	CRNN
chr1	152511535	152511888	+	LCE5A
chr1	152515384	152515680	+	CRCT1
chr1	152565933	152566208	-	LCE3E
chr1	152579661	152579936	-	LCE3D
chr1	152600732	152601013	+	LCE3C
chr1	152613811	152614095	+	LCE3B
chr1	152622837	152623103	-	LCE3A
chr1	152664106	152664435	+	LCE2D
chr1	152676016	152676345	+	LCE2C
chr1	152686844	152687173	+	LCE2B
chr1	152698902	152699219	+	LCE2A
chr1	152709076	152709372	+	LCE4A
chr1	152719522	152720271	+	C1orf68
chr1	152759589	152761325	+	KPRP
chr1	152776372	152776725	+	LCE1F
chr1	152787300	152787653	+	LCE1E
chr1	152797795	152798136	+	LCE1D
chr1	152805125	152805478	-	LCE1C
chr1	152812447	152812800	+	LCE1B
chr1	152827473	152827802	+	LCE1A
chr1	152843521	152843760	+	LCE6A
chr1	152860698	152860982	+	RP1-13P20.6
chr1	152884423	152884770	+	SMCP
chr1	152909798	152911552	+	IVL
chr1	152948555	152948878	+	SPRR5
chr1	152971891	152972127	+	SPRR4
chr1	152985231	152985497	+	SPRR1A
chr1	153003021	153003527	+	SPRR3
chr1	153032346	153032612	+	SPRR1B
chr1	153040131	153040346	-	SPRR2D
chr1	153056520	153056735	-	SPRR2A
chr1	153070624	153070839	-	SPRR2B
chr1	153093536	153093751	-	SPRR2E
chr1	153112518	153112733	-	SPRR2F
chr1	153149892	153150110	-	SPRR2G
chr1	153204708	153205001	+	LELP1
chr1	153218145	153218492	+	PRR9
chr1	153260950	153261885	+	LORICRIN
chr1	153297959	153310665	-	PGLYRP3
chr1	153330770	153347932	-	PGLYRP4
chr1	153358284	153360835	+	S100A9
chr1	153373830	153374592	-	S100A12
chr1	153390106	153390535	-	S100A8
chr1	153418083	153419306	+	S100A7A
chr1	153437061	153438329	-	S100A7L2
chr1	153457809	153459013	-	S100A7
chr1	153534699	153535339	-	S100A6
chr1	153537299	153540191	-	S100A5
chr1	153543762	153544794	-	S100A4
chr1	153547685	153548485	-	S100A3
chr1	153561442	153563877	-	S100A2
chr1	153607537	153608151	-	S100A16
chr1	153614888	153615858	-	S100A14
chr1	153618898	153626472	-	S100A13
chr1	153628073	153631838	+	S100A1
chr1	153636589	153645266	+	CHTOP
chr1	153658744	153661298	+	SNAPIN
chr1	153662399	153670922	-	ILF2
chr1	153679109	153693411	+	NPR1
chr1	153728635	153773267	+	INTS3
chr1	153775114	153779999	+	SLC27A3
chr1	153789488	153828347	-	GATAD2B
chr1	153930300	153945144	-	DENND4B
chr1	153948112	153958497	-	CRTC2
chr1	153960101	153962715	-	SLC39A1
chr1	153963656	153975887	-	RP11-422P24.15
chr1	153968526	153974062	+	CREB3L4
chr1	153974682	153977252	-	JTB
chr1	153982102	153986236	-	RAB13
chr1	153982102	153986236	-	RP11-422P24.14
chr1	153990797	153992090	+	RPS27
chr1	153992838	154155044	-	NUP210L
chr1	154157642	154192018	-	TPM3
chr1	154199430	154206307	-	C1orf189
chr1	154207456	154220407	-	C1orf43
chr1	154225124	154270916	+	UBAP2L
chr1	154272724	154275698	+	HAX1
chr1	154321156	154324477	+	AQP10
chr1	154327800	154349115	+	ATP8B2
chr1	154405630	154465377	+	IL6R
chr1	154470344	154502026	-	SHE
chr1	154506904	154547707	+	TDRD10
chr1	154550441	154558553	-	UBE2Q1
chr1	154568045	154576696	+	CHRNB2
chr1	154584809	154608006	-	ADAR
chr1	154707979	154869964	-	KCNN3
chr1	154925132	154936685	-	PMVK
chr1	154945027	154953721	-	PBXIP1
chr1	154958782	154961576	-	PYGO2
chr1	154963806	154970526	-	SHC1
chr1	154974746	154978774	+	CKS1B
chr1	154983695	154993034	+	FLAD1
chr1	154993608	154993790	+	LENEP
chr1	155010920	155016682	+	ZBTB7B
chr1	155018547	155033701	-	DCST2
chr1	155034037	155050865	+	DCST1
chr1	155051387	155062499	+	ADAM15
chr1	155063824	155069170	+	EFNA4
chr1	155063824	155086540	+	RP11-540D14.8
chr1	155078942	155086540	+	EFNA3
chr1	155127978	155134064	+	EFNA1
chr1	155135672	155138278	+	SLC50A1
chr1	155139965	155140330	-	DPM3
chr1	155169409	155187272	-	RP11-201K10.3
chr1	155169426	155173224	-	KRTCAP2
chr1	155173967	155184187	+	TRIM46
chr1	155186138	155192843	-	MUC1
chr1	155195844	155207876	-	THBS3
chr1	155208805	155213695	+	MTX1
chr1	155234998	155241112	-	GBA
chr1	155247399	155254877	-	FAM189B
chr1	155256276	155262151	-	SCAMP3
chr1	155263221	155270977	-	CLK2
chr1	155277591	155288460	+	HCN3
chr1	155290575	155301395	-	PKLR
chr1	155309790	155320606	+	FDPS
chr1	155321774	155330568	+	RUSC1
chr1	155337663	155521519	-	ASH1L
chr1	155610249	155614270	+	MSTO1
chr1	155659660	155688976	-	YY1AP1
chr1	155709780	155738239	+	DAP3
chr1	155750587	155853780	-	GON4L
chr1	155859762	155881505	+	SYT11
chr1	155900391	155910885	-	RIT1
chr1	155914124	155934373	-	KHDC4
chr1	155941710	155942831	+	RXFP4
chr1	155947945	156007039	-	ARHGEF2
chr1	156009543	156020896	-	SSR2
chr1	156036981	156053701	-	UBQLN4
chr1	156054890	156058406	+	LAMTOR2
chr1	156061401	156070284	+	RAB25
chr1	156076577	156081998	-	MEX3A
chr1	156114919	156139836	+	LMNA
chr1	156154579	156176994	+	SEMA4A
chr1	156194134	156210428	+	SLC25A44
chr1	156213016	156239598	+	PMF1
chr1	156213016	156243080	+	PMF1-BGLAP
chr1	156242232	156243159	+	BGLAP
chr1	156243864	156246731	-	PAQR6
chr1	156250590	156282680	-	SMG5
chr1	156285227	156291654	+	TMEM79
chr1	156293015	156295645	-	GLMP
chr1	156298773	156299189	-	VHLL
chr1	156309202	156367846	-	CCT3
chr1	156339758	156346979	+	TSACC
chr1	156369250	156384842	+	RHBG
chr1	156467648	156483292	-	MEF2D
chr1	156526489	156572529	-	IQGAP3
chr1	156581365	156586547	+	TTC24
chr1	156591805	156601740	+	NAXE
chr1	156595216	156601439	-	GPATCH4
chr1	156623491	156625381	+	HAPLN2
chr1	156646055	156659131	+	BCAN
chr1	156669325	156677264	-	NES
chr1	156700029	156705446	-	CRABP2
chr1	156723352	156727652	-	ISG20L2
chr1	156729105	156736750	+	RRNAD1
chr1	156737401	156738704	-	MRPL24
chr1	156743452	156752363	-	HDGF
chr1	156767772	156800457	+	PRCC
chr1	156807181	156816708	-	SH2D2A
chr1	156840876	156858621	-	INSRR
chr1	156842144	156881639	+	NTRK1
chr1	156903927	156914795	+	PEAR1
chr1	156920804	156932966	+	LRRC71
chr1	156936003	157044330	-	ARHGEF11
chr1	157092652	157099523	-	ETV3L
chr1	157124844	157136352	-	ETV3
chr1	157515678	157552362	-	FCRL5
chr1	157575527	157597944	-	FCRL4
chr1	157676715	157700489	-	FCRL3
chr1	157746739	157777073	-	FCRL2
chr1	157796102	157820037	-	FCRL1
chr1	157831967	157841701	-	CD5L
chr1	157993677	158095117	+	KIRREL1
chr1	158127865	158128074	-	SMIM42
chr1	158181102	158184147	+	CD1D
chr1	158254670	158257687	+	CD1A
chr1	158290065	158293603	+	CD1C
chr1	158328239	158331423	-	CD1B
chr1	158353989	158356893	+	CD1E
chr1	158398525	158399466	-	OR10T2
